,Authors,ArticleTitle,Date,Abstract,Keywords,Affiliations
104,"P. Katz, LA. Leiter, L. Mellbin and L. Rydén, ","""The clinical burden of type 2 diabetes in patients with acute coronary syndromes: prognosis and implications for short- and long-term management."", ",Nov. 2014,"""Type 2 diabetes mellitus (T2DM) is associated with increased morbidity and mortality in patients with acute coronary syndromes (ACS). Cardiometabolic risk factors, including hyperglycaemia, insulin resistance, atherogenic dyslipidaemia, increased visceral fat and inflammation, are associated with increased risk in this population and represent potential targets for treatment. In this review, management strategies for patients with T2DM post-ACS, both in the acute-care setting and in the long-term, are discussed. Although the benefits of long-term, aggressive, multifactorial risk factor modification are well established, a significant burden of recurrent events remains and the search for novel strategies continues. Several studies are assessing the potential cardiovascular (CV) benefits and safety of various classes of newer agents. Of these, AleCardio (aleglitazar), Examination of Cardiovascular Outcomes With Alogliptin versus Standard of Care in Patients With Type 2 Diabetes Mellitus and Acute Coronary Syndrome (EXAMINE; alogliptin) and Evaluation of LIXisenatide in Acute Coronary Syndrome (ELIXA; lixisenatide) specifically address patients with type 2 diabetes post-ACS. The mechanisms of action of these new therapies and aims of the CV outcome studies are briefly reviewed. The prevalence of type 2 diabetes continues to increase worldwide highlighting the need for new strategies that address the complex underlying processes that drive atherosclerosis and CV events in this high-risk patient population.""","Acute coronary syndromes, cardiovascular events, management, pathophysiology, risk factors, screening, treatment, type 2 diabetes, ","""Division of Endocrinology & Metabolism, Department of Medicine, University of Manitoba, Winnipeg, MB, Canada."", ""Division of Endocrinology & Metabolism, Keenan Research Centre, Li Ka Shing Knowledge Institute, St. Michael's Hospital, Toronto, ON, Canada Departments of Medicine and Nutritional Sciences, University of Toronto, Toronto, ON, Canada."", ""Cardiology Unit, Department of Medicine, Solna, Karolinska Institutet, Stockholm, Sweden linda.mellbin@karolinska.se."", ""Cardiology Unit, Department of Medicine, Solna, Karolinska Institutet, Stockholm, Sweden."", "
105,"GE. Hirsch and TG. Heck, ","""Inflammation, oxidative stress and altered heat shock response in type 2 diabetes: the basis for new pharmacological and non-pharmacological interventions."", ",Apr. 2022,"""Type 2 diabetes mellitus (DM2) is a chronic disease characterised by variable degrees of insulin resistance and impaired insulin secretion. Besides, several pieces of evidence have shown that chronic inflammation, oxidative stress, and 70 kDa heat shock proteins (HSP70) are strongly involved in DM2 and its complications, and various pharmacological and non-pharmacological treatment alternatives act in these processes/molecules to modulate them and ameliorate the disease. Besides, uncontrolled hyperglycaemia is related to several complications as diabetic retinopathy, neuropathy and hepatic, renal and cardiac complications. In this review, we address discuss the involvement of different inflammatory and pro-oxidant pathways related to DM2, and we described molecular targets modulated by therapeutics currently available to treat DM2.""","HSP70, Type 2 diabetes mellitus, inflammation, oxidative stress, treatments, ","""Research Group in Physiology, Department of Life Sciences, Regional University of Northwestern Rio Grande do Sul State (UNIJUÍ), Rua do Comércio, Brazil."", ""Postgraduate Program in Integral Attention to Health (PPGAIS-UNIJUÍ/UNICRUZ), Regional University of Northwestern region of the state of Rio Grande do Sul (UNIJUÍ), Rua do Comércio, Brazil."", ""Research Group in Physiology, Department of Life Sciences, Regional University of Northwestern Rio Grande do Sul State (UNIJUÍ), Rua do Comércio, Brazil."", ""Postgraduate Program in Integral Attention to Health (PPGAIS-UNIJUÍ/UNICRUZ), Regional University of Northwestern region of the state of Rio Grande do Sul (UNIJUÍ), Rua do Comércio, Brazil."", "
106,"M. Gabbay, PR. Cesarini and SA. Dib, ","""Type 2 Diabetes in children and adolescents: literature review."", ",2003,"""To perform a critical review of epidemiology, pathophysiology, diagnosis and treatment of T2DM in youth.""",,"""Escola Paulista de Medicina, São Paulo, SP, 04034-970, Brazil."", "
107,"E. Mannucci, R. Candido, L. Delle Monache, M. Gallo, A. Giaccari, ML. Masini, A. Mazzone, G. Medea, B. Pintaudi, G. Targher, M. Trento, G. Turchetti, V. Lorenzoni and M. Monami, ","""Italian guidelines for the treatment of type 2 diabetes."", ",Apr. 2022,,,"""Diabetology, Careggi Hospital, University of Florence, Italy. Electronic address: edoardo.mannucci@unifi.it."", ""Diabetology, ASUI, Trieste, Italy."", ""FAND, Milan, and FederDiabete Lazio, Rome, Italy."", ""Endocrinology and Metabolic Diseases, Hospital of Alessandria, Italy."", ""Fondazione Policlinico Universitario A. Gemelli IRCCS and Università Cattolica del Sacro Cuore, Rome, Italy."", ""University of Florence, Italy."", ""Formerly Diabetology, San Martino Hospital, Genova, Italy."", ""Società Italiana di Medicina Generale (SIMG), Italy."", ""Diabetology, Niguarda Ca' Granda Hospital, Milan, Italy."", ""Endocrinology, Diabetology and Metabolic Diseases, University of Verona, Italy."", ""Laboratory of Clinical Pedagogy, University of Turin, Italy."", ""Scuola Superiore S. Anna, Pisa, Italy."", ""Scuola Superiore S. Anna, Pisa, Italy."", ""Diabetology, Careggi Hospital, University of Florence, Italy."", "
108,"CN. Hales and DJ. Barker, ","""Type 2 (non-insulin-dependent) diabetes mellitus: the thrifty phenotype hypothesis."", ",Jul. 1992,,,"""Department of Clinical Biochemistry, Addenbrooke's Hospital, Cambridge, UK."", "
109,"FM. Collins, ","""Current treatment approaches to type 2 diabetes mellitus: successes and shortcomings."", ",Oct. 2002,"""Diabetes mellitus affects approximately 17 million adults in the United States and has profound implications in terms of long-term microvascular and macrovascular complications and their associated costs. In type 2 diabetes, insulin resistance and a relative beta-cell defect are the underlying pathologic problems leading to hyperglycemia. Notably, insulin resistance is also associated with obesity, dyslipidemia, and hypertension. Diabetes can be defined as a disease of accelerated cardiovascular deterioration associated with elevated blood glucose levels. Glycemic control has been shown to reduce the long-term complications associated with diabetes. Although medical nutrition therapy and appropriately prescribed increased physical activity are important components of a diabetes management plan, most patients need medication to lower glucose to near-normal levels. Therapeutic options for treating hyperglycemia include sulfonylureas and other insulin secretagogues, biguanides, alpha-glucosidase inhibitors, thiazolidinediones, and insulin. An antidiabetic agent that improves insulin sensitivity is an excellent choice for early treatment of type 2 diabetes because it may delay or prevent complications associated with this disease. Because of the progressive nature of type 2 diabetes, aggressive intervention early in the course of the disease, including combination therapy, is often necessary.""",,"""Queen City Physicians, Cincinnati, Ohio, USA."", "
110,"PC. Conlon, ","""A practical approach to type 2 diabetes."", ",Jun. 2001,"""Diabetes mellitus is among the most serious, costly, and in some cases, preventable health care problem in the United States today. Primary care providers such as nurse practitioners are ideally suited to manage chronic conditions such as diabetes and provide counseling and interventions regarding intensive management (i.e., medications, nutrition, and exercise), prevention of complications, immunizations, laboratory screenings, and physical examinations. This article provides a general overview of type 2 diabetes and the role of the nurse practitioner in the prevention and management of this disorder.""",,"""Alivio Medical Center, Chicago, Illinois 60608, USA."", "
111,"TC. Hardman and SW. Dubrey, ","""New therapies in the management of type 2 diabetes mellitus."", ",Apr. 2013,,,"""Niche Science and Technology Ltd., London, UK. tim.hardman@niche.org.uk"", "
112,"J. Phillips and PJ. Phillips, ","""Children get type 2 diabetes too."", ",Sep. 2009,"""In recent years there has been a worldwide increase in the number of diagnoses of type 2 diabetes mellitus (T2DM) in children and adolescents. This has become a major focus for the work of the International Diabetes Federation. In Australia, most children and adolescents with diabetes have type 1 diabetes. However, more young Australians are developing T2DM.""",,"""Department of Paediatrics, Flinders Medical Centre, Adelaide, South Australia."", "
113,"BJ. Anderson and SV. McKay, ","""Psychosocial issues in youth with type 2 diabetes mellitus."", ",Apr. 2009,"""Little published research exists on psychosocial issues in adolescents with type 2 diabetes mellitus (T2DM), because until two decades ago, diabetes diagnosed in children and adolescents was almost exclusively type 1 diabetes mellitus or insulin-dependent diabetes. In the past two decades, rates of T2DM have increased, especially in adolescents from families of minority racial and ethnic groups. Youth with T2DM are most often obese, have a parent or other first-degree relative with T2DM, and are of low socioeconomic status. To understand the complex set of interrelated psychological and social influences that affect the well-being of youth with T2DM, levels of influence from determinants of genetics, family, and community/societal and minority ethnic groups must be included.""",,"""Baylor College of Medicine, 1100 Bates Street, Houston, TX 77030, USA. Bja@bcm.tmc.edu"", "
