,Authors,ArticleTitle,Date,Abstract,Keywords,Affiliations
182,"C. Boney, ","""Type 2 diabetes mellitus in children and adolescents: an emerging problem."", ",Apr. 2003,,,"""Hasbro Children's Hospital, 593 Eddy St., Providence, RI 02903, USA. CBoney@lifspan.org"", "
183,"E. Standl, ","""Overview of the management of type 2 diabetes."", ",Sep. 1998,,,"""Institute of Diabetes Research, Schwabing City Hospital, Munich, Germany."", "
184,"R. Lyra, M. Oliveira, D. Lins and N. Cavalcanti, ","""Prevention of type 2 diabetes mellitus."", ",Apr. 2006,"""Type 2 Diabetes mellitus (DM2) is a complex, multifactorial and worldwide metabolic disease that affects quality and lifestyle of patients. Patients with diabetes can have a 15-year or more reduction of lifetime and the high mortality is due to cardiovascular (CV) complications. Effective strategies for the reduction of the impact of DM2 on CV disorders for the next years and attention concerning to strategies of prevention, mainly for the populations with larger risk of developing the disease, are essential. In that context, impaired glucose tolerance (IGT) and impaired fasting glycemia (IFG) must suffer intervention strategies in order to minimize the risk for diabetes. Behavior modification (diet therapy and physical activity) must be stimulated, and pharmacological agents have to be used when indicated. Studies worldwide have been confirming the effectiveness of lifestyle strategies and even the use of pharmacological agents for the prevention of DM2.""",,"""Faculdade de Ciências Médicas de Pernambuco, Universidade de Pernambuco, Recife, PE. ruylyra@hotlink.com.br"", "
185,"R. Tans, L. Verschuren, HJCT. Wessels, SJL. Bakker, CJ. Tack, J. Gloerich and AJ. van Gool, ","""The future of protein biomarker research in type 2 diabetes mellitus."", ",Feb. 2019,"""The onset of type 2 diabetes mellitus (T2DM) is strongly associated with obesity and subsequent perturbations in immuno-metabolic responses. To understand the complexity of these systemic changes and better monitor the health status of people at risk, validated clinical biomarkers are needed. Omics technologies are increasingly applied to measure the interplay of genes, proteins and metabolites in biological systems, which is imperative in understanding molecular mechanisms of disease and selecting the best possible molecular biomarkers for clinical use. Areas covered: This review describes the complex onset of T2DM, the contribution of obesity and adipose tissue inflammation to the T2DM disease mechanism, and the output of current biomarker strategies. A new biomarker approach is described that combines published and new self-generated data to merge multiple -omes (i.e. genome, proteome, metabolome etc.) toward understanding of mechanism of disease on the individual level and design multiparameter biomarker panels that drive significant impacts on personalized healthcare. Expert commentary: We here propose an approach to use cross-omics analyses to contextualize published biomarker data and better understand molecular mechanisms of health and disease. This will improve the current and future innovation gaps in translation of discovered putative biomarkers to clinically applicable biomarker tests.""","Biomarker innovation gaps, translational medicine, type 2 diabetes mellitus, ","""a Translational Metabolic Laboratory, Department of Laboratory Medicine and Radboud Institute for Molecular Life Sciences , Radboud University Medical Center , Nijmegen , The Netherlands."", ""b Department of Microbiology and Systems Biology , TNO , Zeist , The Netherlands."", ""a Translational Metabolic Laboratory, Department of Laboratory Medicine and Radboud Institute for Molecular Life Sciences , Radboud University Medical Center , Nijmegen , The Netherlands."", ""c Department of Internal Medicine , University Medical Centre Groningen, University of Groningen , Groningen , The Netherlands."", ""d Department of Internal Medicine and Radboud Institute for Molecular Life Sciences , Radboud University Medical Center , Nijmegen , The Netherlands."", ""a Translational Metabolic Laboratory, Department of Laboratory Medicine and Radboud Institute for Molecular Life Sciences , Radboud University Medical Center , Nijmegen , The Netherlands."", ""a Translational Metabolic Laboratory, Department of Laboratory Medicine and Radboud Institute for Molecular Life Sciences , Radboud University Medical Center , Nijmegen , The Netherlands."", "
186,"KM. Narayan, A. Fagot-Campagna and G. Imperatore, ","""Type 2 diabetes in children: a problem lurking for India?,"" ",Jul. 2001,,,
187,"FJ. Friel, ","""On the alert for type 2 diabetes: when to screen for this quiet, deadly disease."", ",Jan. 2004,,,"""Touro University International, USA."", "
188,"K. Bono, D. Shihora and A. Modak, ","""Generalizability and effect size of the impact of uncontrolled hypertension in patients with type 2 diabetes mellitus."", ",May. 2022,,"ADA guidelines, hypertension, type 2 diabetes mellitus, ","""Department of Medicine, New Jersey Medical School, Rutgers University, Newark, New Jersey, USA."", ""Department of Medicine, New Jersey Medical School, Rutgers University, Newark, New Jersey, USA."", ""Department of Medicine, New Jersey Medical School, Rutgers University, Newark, New Jersey, USA."", ""Center for Advanced Biotechnology and Medicine, Robert Wood Johnson Medical School, Rutgers University, Piscataway, New Jersey, USA."", "
189,"MJ. Holness, ML. Langdown and MC. Sugden, ","""Early-life programming of susceptibility to dysregulation of glucose metabolism and the development of Type 2 diabetes mellitus."", ",Aug. 2000,"""There is increasing epidemiological evidence in humans which associates low birthweight with later metabolic disorders, including insulin resistance and glucose intolerance. There is evidence that nutritional and hormonal factors (e.g. maternal protein restriction, exposure to excess maternal glucocorticoids) markedly influence intra-uterine growth and development. A picture is also emerging of the biochemical and physiological mechanisms that may underlie these effects. This review focuses on recent research directed towards understanding the molecular basis of the relationship between indices of poor early growth and the subsequent development of glucose intolerance and Type 2 diabetes mellitus using animal models that attempt to recreate the process of programming via an adverse intra-uterine or neonatal environment. Emphasis is on the chain of events and potential mechanisms by which adverse adaptations affect pancreatic-beta-cell insulin secretion and the sensitivity to insulin of key metabolic processes, including hepatic glucose production, skeletal-muscle glucose disposal and adipose-tissue lipolysis. Unravelling the molecular details involved in metabolic programming may provide new insights into the pathogenesis of impaired glucoregulation and Type 2 diabetes.""",,"""Department of Diabetes and Metabolic Medicine, Division of General and Developmental Medicine, St. Bartholomew's and the Royal London School of Medicine and Dentistry, Queen Mary and Westfield College, Mile End Road, London E1 4NS, U.K."", "
190,"GM. Allan, D. Ross and J. Romney, ","""Type 2 diabetes and hemoglobin A1c targets."", ",Nov. 2013,,,
191,"N. Jessen and LJ. Goodyear, ","""Diabetes: Exercise and type 2 diabetes mellitus--good for body and mind?,"" ",Jun. 2010,,,
192,"S. Genuth, ","""For aggressive preventive management of type 2 diabetes. What is the evidence and is it enough?,"" ",Nov. 1998,,,"""Mt. Sinai Medical Center, Cleveland, OH 44106, USA."", "
193,"A. Smyth, M. Jenkins, M. Dunham, Y. Kutzer, S. Taheri and L. Whitehead, ","""Systematic review of clinical practice guidelines to identify recommendations for sleep in type 2 diabetes mellitus management."", ",Dec. 2020,"""Sleep quality, quantity and timing have been shown to impact glycaemic control, with a role in insulin sensitivity, glucose tolerance and HbA1C levels, in both diabetic and non-diabetic populations. The aim of this study was to identify recommendations for sleep assessment and management in international clinical practice guidelines focused on type 2 diabetes mellitus management in adults.""","Clinical practice guidelines, Sleep assessment, Sleep hygiene, Sleep management, Type 2 diabetes mellitus management, ","""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia. Electronic address: Aisling.smyth@ecu.edu.au."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", ""Department of Medicine, Weill Cornell Medicine Qatar, Qatar Foundation - Education City, PO 24144, Doha, Qatar."", ""School of Nursing & Midwifery, Edith Cowan University, 270 Joondalup Drive, Joondalup, Western Australia 6027, Australia."", "
194,"S. Madsbad, ","""Type 2-diabetes--a coherent health care system needed."", ",Sep. 2012,,,
195,"E. Mannucci and M. Monami, ","""Reply to: Flaws in the meta-analysis of comparison between different types of exercise training in patients with type 2 diabetes mellitus: A letter to the editor."", ",Jul. 2022,,,"""Diabetology, Careggi Hospital and University of Florence, Italy."", ""Diabetology, Careggi Hospital and University of Florence, Italy. Electronic address: matteo.monami@unifi.it."", "
196,,"""The mysteries of type 2 diabetes in developing countries."", ",Apr. 2016,"""More research is needed in low- and middle-income countries where the epidemic of type 2 diabetes is on the rise. KM Venkat Narayan talks to Fiona Fleck.""",,
